Year	Sampling #	plot	Ring	CO2 Treatment	Nitrogen Treatment	CountOfSpecies	CountOfGroup	Experiment	monospecies	Monogroup	Water Treatment 	Temp Treatment 	pH
2000	3	37	1	Cenrich	Nenrich	1	1	M	Petalostemum villosum	Legume			5.9
2000	3	38	1	Cenrich	Nenrich	4	2	M					6.3
2000	3	39	1	Cenrich	Namb	1	1	M	Bromus inermis	C-3			6.5
2000	3	40	1	Cenrich	Namb	1	1	M	Poa pratensis	C-3			6.5
2000	3	41	1	Cenrich	Nenrich	4	1	S		C-3			6.3
2000	3	42	1	Cenrich	Namb	1	1	M	Solidago rigida	Forb			6.7
2000	3	43	1	Cenrich	Nenrich	16	4	M					6.6
2000	3	44	1	Cenrich	Nenrich	4	3	M					7.1
2000	3	45	1	Cenrich	Namb	16	4	M					6.7
2000	3	46	1	Cenrich	Namb	1	1	M	Anemone cylindrica	Forb			5.9
2000	3	47	1	Cenrich	Nenrich	1	1	M	Koeleria cristata	C-3			6.4
2000	3	48	1	Cenrich	Namb	9	4	M					7.1
2000	3	49	1	Cenrich	Nenrich	1	1	M	Achillea millefolium	Forb			6.8
2000	3	50	1	Cenrich	Nenrich	9	4	M					6.7
2000	3	51	1	Cenrich	Namb	16	4	M					
2000	3	52	1	Cenrich	Nenrich	16	4	M					
2000	3	53	1	Cenrich	Nenrich	1	1	M	Solidago rigida	Forb			7.1
2000	3	54	1	Cenrich	Nenrich	4	1	S		C-4			6.4
2000	3	55	1	Cenrich	Namb	1	1	M	Lupinus perennis	Legume			7.1
2000	3	56	1	Cenrich	Namb	4	1	S		Legume			6.3
2000	3	57	1	Cenrich	Namb	1	1	M	Schizachyrium scoparium	C-4			6.8
2000	3	58	1	Cenrich	Nenrich	4	3	M					6.3
2000	3	59	1	Cenrich	Nenrich	4	4	S					6.3
2000	3	60	1	Cenrich	Nenrich	1	1	M	Andropogon gerardi	C-4			6.1
2000	3	61	1	Cenrich	Namb	0	1	M					5.7
2000	3	62	2	Camb	Namb	4	4	S					6.3
2000	3	63	2	Camb	Namb	4	3	M					5.8
2000	3	64	2	Camb	Nenrich	16	4	M					5.5
2000	3	65	2	Camb	Nenrich	9	4	M					6.4
2000	3	66	2	Camb	Nenrich	9	4	M					6.4
2000	3	67	2	Camb	Namb	16	4	M					6.5
2000	3	68	2	Camb	Nenrich	1	1	M	Schizachyrium scoparium	C-4			6.1
2000	3	69	2	Camb	Namb	16	4	M					6.5
2000	3	70	2	Camb	Namb	1	1	M	Andropogon gerardi	C-4			6.1
2000	3	71	2	Camb	Nenrich	1	1	M	Sorghastrum nutans	C-4			6.1
2000	3	72	2	Camb	Nenrich	1	1	M	Petalostemum villosum	Legume			
2000	3	73	2	Camb	Nenrich	0	1	M					5.4
2000	3	74	2	Camb	Nenrich	4	1	S		Legume			6.1
2000	3	75	2	Camb	Nenrich	4	3	M					6.3
2000	3	76	2	Camb	Nenrich	4	1	S		C-4			6.2
2000	3	77	2	Camb	Namb	1	1	M	Anemone cylindrica	Forb			5.9
2000	3	78	2	Camb	Namb	4	2	M					6.6
2000	3	79	2	Camb	Nenrich	4	3	M					6.3
2000	3	80	2	Camb	Namb	4	1	S		C-3			6.2
2000	3	81	2	Camb	Nenrich	1	1	M	Bouteloua gracilis	C-4			6.4
2000	3	82	2	Camb	Namb	4	3	M					6.3
2000	3	83	2	Camb	Namb	9	4	M					
2000	3	84	2	Camb	Nenrich	9	4	M					6.6
2000	3	85	2	Camb	Nenrich	4	2	S					5.8
2000	3	86	2	Camb	Nenrich	4	3	M					6.1
2000	3	87	2	Camb	Namb	9	4	M					5.7
2000	3	88	2	Camb	Nenrich	4	4	S					5.8
2000	3	89	2	Camb	Namb	4	1	S		Forb			6.2
2000	3	90	2	Camb	Namb	1	1	M	Sorghastrum nutans	C-4			6.6
2000	3	91	2	Camb	Nenrich	4	3	M					
2000	3	92	2	Camb	Namb	9	4	M					7
2000	3	93	2	Camb	Namb	4	1	S		Legume			6.1
2000	3	94	2	Camb	Nenrich	1	1	M	Asclepias tuberosa	Forb			5.4
2000	3	95	2	Camb	Nenrich	4	1	S		Forb			6.3
2000	3	96	2	Camb	Nenrich	1	1	M	Lupinus perennis	Legume			6.4
2000	3	97	2	Camb	Nenrich	9	4	M					6.8
2000	3	98	2	Camb	Nenrich	4	1	S		C-3			6.3
2000	3	99	2	Camb	Nenrich	1	1	M	Solidago rigida	Forb			6.2
2000	3	100	2	Camb	Namb	1	1	M	Lupinus perennis	Legume			6
2000	3	101	2	Camb	Nenrich	1	1	M	Andropogon gerardi	C-4			6.2
2000	3	102	2	Camb	Namb	1	1	M	Petalostemum villosum	Legume			6
2000	3	103	2	Camb	Nenrich	1	1	M	Bromus inermis	C-3			6.2
2000	3	104	2	Camb	Namb	16	4	M					6.7
2000	3	105	2	Camb	Namb	4	1	S		C-4			6.4
2000	3	106	2	Camb	Namb	9	4	M					6.5
2000	3	107	2	Camb	Namb	16	4	M					6.4
2000	3	108	2	Camb	Nenrich	16	4	M					6.2
2000	3	109	2	Camb	Namb	1	1	M	Bromus inermis	C-3			5.9
2000	3	110	2	Camb	Nenrich	16	4	M					5.8
2000	3	111	2	Camb	Namb	1	1	M	Agropyron repens	C-3			5.8
2000	3	112	2	Camb	Nenrich	1	1	M	Agropyron repens	C-3			6.4
2000	3	113	2	Camb	Nenrich	1	1	M	Poa pratensis	C-3			5.8
2000	3	114	2	Camb	Nenrich	4	3	M					5.8
2000	3	115	2	Camb	Namb	1	1	M	Poa pratensis	C-3			6.4
2000	3	116	2	Camb	Namb	1	1	M	Lespedeza capitata	Legume			6.3
2000	3	117	2	Camb	Nenrich	9	3	M					6.8
2000	3	118	2	Camb	Nenrich	16	4	M					6.6
2000	3	119	2	Camb	Namb	9	4	M					5.9
2000	3	120	2	Camb	Namb	4	3	M					6.4
2000	3	121	2	Camb	Namb	4	2	M					6.5
2000	3	122	2	Camb	Namb	1	1	M	Koeleria cristata	C-3			6.1
2000	3	123	3	Cenrich	Nenrich	1	1	M	Sorghastrum nutans	C-4			5.8
2000	3	124	3	Cenrich	Nenrich	4	1	S		C-4			6
2000	3	125	3	Cenrich	Nenrich	4	2	M					5
2000	3	126	3	Cenrich	Namb	1	1	M	Sorghastrum nutans	C-4			6
2000	3	127	3	Cenrich	Nenrich	4	2	M					6.5
2000	3	128	3	Cenrich	Namb	9	4	M					6.1
2000	3	129	3	Cenrich	Namb	4	3	M					6.4
2000	3	130	3	Cenrich	Nenrich	16	4	M					6
2000	3	131	3	Cenrich	Namb	9	4	M					6.4
2000	3	132	3	Cenrich	Nenrich	1	1	M	Schizachyrium scoparium	C-4			5.6
2000	3	133	3	Cenrich	Namb	9	4	M					6.4
2000	3	134	3	Cenrich	Namb	1	1	M	Koeleria cristata	C-3			6.5
2000	3	135	3	Cenrich	Namb	1	1	M	Lupinus perennis	Legume			
2000	3	136	3	Cenrich	Nenrich	4	1	S		Forb			6.5
2000	3	137	3	Cenrich	Nenrich	1	1	M	Lespedeza capitata	Legume			5.4
2000	3	138	3	Cenrich	Namb	1	1	M	Poa pratensis	C-3			5.9
2000	3	139	3	Cenrich	Namb	1	1	M	Petalostemum villosum	Legume			5.1
2000	3	140	3	Cenrich	Namb	1	1	M	Andropogon gerardi	C-4			6
2000	3	141	3	Cenrich	Nenrich	1	1	M	Lupinus perennis	Legume			
2000	3	142	3	Cenrich	Nenrich	1	1	M	Anemone cylindrica	Forb			5.9
2000	3	143	3	Cenrich	Nenrich	1	1	M	Solidago rigida	Forb			7.1
2000	3	144	3	Cenrich	Nenrich	1	1	M	Agropyron repens	C-3			6.5
2000	3	145	3	Cenrich	Namb	1	1	M	Agropyron repens	C-3			6.2
2000	3	146	3	Cenrich	Namb	1	1	M	Anemone cylindrica	Forb			5.7
2000	3	147	3	Cenrich	Namb	16	4	M					6.4
2000	3	148	3	Cenrich	Namb	4	3	M					5.8
2000	3	149	3	Cenrich	Nenrich	9	4	M					6.6
2000	3	150	3	Cenrich	Namb	4	1	S		Legume			6.6
2000	3	151	3	Cenrich	Nenrich	16	4	M					6.7
2000	3	152	3	Cenrich	Namb	4	1	S		C-4			6.6
2000	3	153	3	Cenrich	Namb	1	1	M	Solidago rigida	Forb			6.4
2000	3	154	3	Cenrich	Nenrich	4	4	S					6.3
2000	3	155	3	Cenrich	Namb	4	4	S					6.6
2000	3	156	3	Cenrich	Namb	4	2	M					5.7
2000	3	157	3	Cenrich	Namb	4	1	S		C-3			5.8
2000	3	158	3	Cenrich	Nenrich	1	1	M	Amorpha canescens	Legume			5.6
2000	3	159	3	Cenrich	Namb	1	1	M	Achillea millefolium	Forb			6.4
2000	3	160	3	Cenrich	Nenrich	1	1	M	Asclepias tuberosa	Forb			5.8
2000	3	161	3	Cenrich	Nenrich	9	4	M					6.3
2000	3	162	3	Cenrich	Nenrich	4	3	M					6.3
2000	3	163	3	Cenrich	Namb	16	4	M					6.4
2000	3	164	3	Cenrich	Namb	4	4	M					6.1
2000	3	165	3	Cenrich	Nenrich	9	3	M					5.4
2000	3	166	3	Cenrich	Nenrich	9	4	M					5.8
2000	3	167	3	Cenrich	Nenrich	4	3	M					6.1
2000	3	168	3	Cenrich	Nenrich	4	1	S		C-3			6.2
2000	3	169	3	Cenrich	Namb	1	1	M	Amorpha canescens	Legume			6
2000	3	170	3	Cenrich	Namb	9	4	M					6
2000	3	171	3	Cenrich	Nenrich	9	4	M					6.1
2000	3	172	3	Cenrich	Namb	4	1	S		Forb			6.3
2000	3	173	3	Cenrich	Namb	16	4	M					5.9
2000	3	174	3	Cenrich	Nenrich	1	1	M	Bromus inermis	C-3			5.4
2000	3	175	3	Cenrich	Nenrich	16	4	M					6.1
2000	3	176	3	Cenrich	Nenrich	4	3	M					6.2
2000	3	177	3	Cenrich	Namb	9	4	M					6.9
2000	3	178	3	Cenrich	Namb	4	3	M					5.9
2000	3	179	3	Cenrich	Namb	16	4	M					5.5
2000	3	180	3	Cenrich	Nenrich	16	4	M					5.4
2000	3	181	3	Cenrich	Nenrich	4	1	S		Legume			5.7
2000	3	182	3	Cenrich	Namb	0	1	M					5.3
2000	3	183	3	Cenrich	Nenrich	1	1	M	Poa pratensis	C-3			5.9
2000	3	184	4	Camb	Namb	16	4	M					5.1
2000	3	185	4	Camb	Nenrich	9	4	M					5.8
2000	3	186	4	Camb	Nenrich	9	4	M					5.4
2000	3	187	4	Camb	Namb	9	4	M					5.3
2000	3	188	4	Camb	Namb	16	4	M					6.1
2000	3	189	4	Camb	Namb	4	3	M					6
2000	3	190	4	Camb	Namb	1	1	M	Lupinus perennis	Legume			5.7
2000	3	191	4	Camb	Namb	4	2	S					5.3
2000	3	192	4	Camb	Namb	1	1	M	Asclepias tuberosa	Forb			5
2000	3	193	4	Camb	Nenrich	4	3	M					6.2
2000	3	194	4	Camb	Nenrich	9	4	M					6.2
2000	3	195	4	Camb	Nenrich	1	1	M	Koeleria cristata	C-3			5.5
2000	3	196	4	Camb	Nenrich	1	1	M	Amorpha canescens	Legume			5.2
2000	3	197	4	Camb	Nenrich	4	2	M					5.6
2000	3	198	4	Camb	Namb	4	3	M					5.8
2000	3	199	4	Camb	Namb	1	1	M	Solidago rigida	Forb			5.6
2000	3	200	4	Camb	Namb	4	1	S		Forb			5.1
2000	3	201	4	Camb	Namb	16	4	M					6.3
2000	3	202	4	Camb	Namb	1	1	M	Bromus inermis	C-3			6
2000	3	203	4	Camb	Nenrich	4	4	S					6.2
2000	3	204	4	Camb	Nenrich	1	1	M	Bouteloua gracilis	C-4			6.2
2000	3	205	4	Camb	Nenrich	16	4	M					6.1
2000	3	206	4	Camb	Nenrich	4	2	M					6.2
2000	3	207	4	Camb	Nenrich	4	1	S		C-4			6.2
2000	3	208	4	Camb	Nenrich	1	1	M	Petalostemum villosum	Legume			5.5
2000	3	209	4	Camb	Namb	1	1	M	Amorpha canescens	Legume			5.6
2000	3	210	4	Camb	Nenrich	1	1	M	Achillea millefolium	Forb			5.9
2000	3	211	4	Camb	Namb	4	2	M					6.2
2000	3	212	4	Camb	Nenrich	1	1	M	Lupinus perennis	Legume			6.1
2000	3	213	4	Camb	Nenrich	16	4	M					6.5
2000	3	214	4	Camb	Nenrich	4	1	S		Forb			6.3
2000	3	215	4	Camb	Nenrich	4	1	S		C-3			6.5
2000	3	216	4	Camb	Namb	4	4	S					6.4
2000	3	217	4	Camb	Namb	0	1	M					5.6
2000	3	218	4	Camb	Nenrich	4	4	M					5.8
2000	3	219	4	Camb	Nenrich	1	1	M	Andropogon gerardi	C-4			6
2000	3	220	4	Camb	Namb	4	3	M					6.2
2000	3	221	4	Camb	Namb	4	1	S		C-4			6.5
2000	3	222	4	Camb	Namb	16	4	M					6.5
2000	3	223	4	Camb	Namb	1	1	M	Achillea millefolium	Forb			6.8
2000	3	224	4	Camb	Nenrich	9	4	M					6.4
2000	3	225	4	Camb	Nenrich	1	1	M	Agropyron repens	C-3			5.9
2000	3	226	4	Camb	Namb	9	4	M					6.6
2000	3	227	4	Camb	Namb	1	1	M	Bouteloua gracilis	C-4			6.2
2000	3	228	4	Camb	Namb	1	1	M	Poa pratensis	C-3			6.1
2000	3	229	4	Camb	Namb	1	1	M	Anemone cylindrica	Forb			5.9
2000	3	230	4	Camb	Namb	9	4	M					6.3
2000	3	231	4	Camb	Namb	1	1	M	Schizachyrium scoparium	C-4			5.6
2000	3	232	4	Camb	Nenrich	9	4	M					6.6
2000	3	233	4	Camb	Namb	9	4	M					6.7
2000	3	234	4	Camb	Nenrich	16	4	M					6.2
2000	3	235	4	Camb	Namb	1	1	M	Agropyron repens	C-3			6.1
2000	3	236	4	Camb	Nenrich	16	4	M					6.4
2000	3	237	4	Camb	Nenrich	1	1	M	Anemone cylindrica	Forb			5
2000	3	238	4	Camb	Nenrich	4	4	M					6.1
2000	3	239	4	Camb	Namb	4	3	M					6.3
2000	3	240	4	Camb	Nenrich	4	1	S		Legume			6.1
2000	3	241	4	Camb	Nenrich	1	1	M	Lespedeza capitata	Legume			5.4
2000	3	242	4	Camb	Namb	4	1	S		Legume			5.3
2000	3	243	4	Camb	Namb	9	3	M					6.1
2000	3	244	4	Camb	Namb	4	1	S		C-3			6.2
2000	3	245	5	Cenrich	Nenrich	9	4	M					7
2000	3	246	5	Cenrich	Nenrich	1	1	M	Poa pratensis	C-3			5
2000	3	247	5	Cenrich	Nenrich	4	1	S		C-4			5.3
2000	3	248	5	Cenrich	Namb	1	1	M	Asclepias tuberosa	Forb			5.2
2000	3	249	5	Cenrich	Nenrich	4	2	M					5.8
2000	3	250	5	Cenrich	Namb	16	4	M					5.4
2000	3	251	5	Cenrich	Nenrich	1	1	M	Andropogon gerardi	C-4			5.2
2000	3	252	5	Cenrich	Namb	1	1	M	Andropogon gerardi	C-4			5.3
2000	3	253	5	Cenrich	Nenrich	16	4	M					5.2
2000	3	254	5	Cenrich	Namb	1	1	M	Schizachyrium scoparium	C-4			5.2
2000	3	255	5	Cenrich	Namb	4	3	M					5.6
2000	3	256	5	Cenrich	Nenrich	1	1	M	Lespedeza capitata	Legume			5.2
2000	3	257	5	Cenrich	Namb	1	1	M	Achillea millefolium	Forb			5.1
2000	3	258	5	Cenrich	Nenrich	4	4	M					5.4
2000	3	259	5	Cenrich	Nenrich	4	3	M					5.9
2000	3	260	5	Cenrich	Nenrich	1	1	M	Koeleria cristata	C-3			5.4
2000	3	261	5	Cenrich	Namb	1	1	M	Koeleria cristata	C-3			5.5
2000	3	262	5	Cenrich	Nenrich	1	1	M	Lupinus perennis	Legume			5.5
2000	3	263	5	Cenrich	Namb	1	1	M	Bouteloua gracilis	C-4			6
2000	3	264	5	Cenrich	Namb	9	4	M					6.7
2000	3	265	5	Cenrich	Nenrich	1	1	M	Bouteloua gracilis	C-4			5.5
2000	3	266	5	Cenrich	Namb	1	1	M	Bromus inermis	C-3			5.6
2000	3	267	5	Cenrich	Nenrich	16	4	M					5.7
2000	3	268	5	Cenrich	Namb	4	1	S		C-3			5.4
2000	3	269	5	Cenrich	Namb	4	1	S		Legume			5.3
2000	3	270	5	Cenrich	Namb	16	4	M					5.7
2000	3	271	5	Cenrich	Nenrich	1	1	M	Anemone cylindrica	Forb			4.9
2000	3	272	5	Cenrich	Namb	16	4	M					5.7
2000	3	273	5	Cenrich	Nenrich	1	1	M	Sorghastrum nutans	C-4			6
2000	3	274	5	Cenrich	Namb	9	3	M					6.3
2000	3	275	5	Cenrich	Nenrich	16	4	M					6.8
2000	3	276	5	Cenrich	Nenrich	1	1	M	Achillea millefolium	Forb			6.2
2000	3	277	5	Cenrich	Namb	1	1	M	Sorghastrum nutans	C-4			5.6
2000	3	278	5	Cenrich	Namb	9	4	M					5.8
2000	3	279	5	Cenrich	Namb	1	1	M	Amorpha canescens	Legume			4.9
2000	3	280	5	Cenrich	Nenrich	9	4	M					6.2
2000	3	281	5	Cenrich	Namb	4	4	M					6
2000	3	282	5	Cenrich	Nenrich	9	4	M					5.8
2000	3	283	5	Cenrich	Namb	16	4	M					6
2000	3	284	5	Cenrich	Nenrich	0	1	M					5.5
2000	3	285	5	Cenrich	Nenrich	1	1	M	Petalostemum villosum	Legume			5.4
2000	3	286	5	Cenrich	Nenrich	4	4	S					5.9
2000	3	287	5	Cenrich	Nenrich	4	1	S		C-3			5.7
2000	3	288	5	Cenrich	Namb	4	4	M					5.7
2000	3	289	5	Cenrich	Namb	0	1	M					5
2000	3	290	5	Cenrich	Nenrich	4	3	M					5.3
2000	3	291	5	Cenrich	Namb	4	4	S					5.6
2000	3	292	5	Cenrich	Nenrich	4	4	M					5.6
2000	3	293	5	Cenrich	Nenrich	9	4	M					5.6
2000	3	294	5	Cenrich	Nenrich	9	4	M					5.9
2000	3	295	5	Cenrich	Namb	1	1	M	Petalostemum villosum	Legume			5.1
2000	3	296	5	Cenrich	Nenrich	4	1	S		Forb			5
2000	3	297	5	Cenrich	Namb	4	2	M					5.9
2000	3	298	5	Cenrich	Nenrich	4	1	S		Legume			5.5
2000	3	299	5	Cenrich	Namb	9	4	M					6.3
2000	3	300	5	Cenrich	Namb	9	4	M					6
2000	3	301	5	Cenrich	Nenrich	16	4	M					5.8
2000	3	302	5	Cenrich	Namb	4	1	S		Forb			4.9
2000	3	303	5	Cenrich	Namb	4	1	S		C-4			5.7
2000	3	304	5	Cenrich	Namb	1	1	M	Lespedeza capitata	Legume			4.9
2000	3	305	5	Cenrich	Namb	4	2	M					4.9
2000	3	306	6	Camb	Namb	16	4	M					
2000	3	307	6	Camb	Nenrich	16	4	M					6.1
2000	3	308	6	Camb	Namb	9	4	M					5.6
2000	3	309	6	Camb	Namb	4	3	M					5.7
2000	3	310	6	Camb	Nenrich	1	1	M	Koeleria cristata	C-3			5.7
2000	3	311	6	Camb	Nenrich	16	4	M					6.1
2000	3	312	6	Camb	Namb	9	4	M					5.9
2000	3	313	6	Camb	Namb	4	1	S		Forb			5.6
2000	3	314	6	Camb	Namb	1	1	M	Solidago rigida	Forb			5.4
2000	3	315	6	Camb	Namb	4	1	S		C-4			6
2000	3	316	6	Camb	Nenrich	1	1	M	Amorpha canescens	Legume			5
2000	3	317	6	Camb	Nenrich	4	2	M					5.9
2000	3	318	6	Camb	Nenrich	1	1	M	Lespedeza capitata	Legume			5.3
2000	3	319	6	Camb	Nenrich	4	3	M					6.3
2000	3	320	6	Camb	Namb	9	4	M					6.1
2000	3	321	6	Camb	Nenrich	16	4	M					6.3
2000	3	322	6	Camb	Namb	1	1	M	Lespedeza capitata	Legume			5
2000	3	323	6	Camb	Namb	1	1	M	Bouteloua gracilis	C-4			5.8
2000	3	324	6	Camb	Nenrich	9	4	M					5.7
2000	3	325	6	Camb	Namb	4	3	M					6
2000	3	326	6	Camb	Nenrich	4	4	S					6.2
2000	3	327	6	Camb	Nenrich	1	1	M	Anemone cylindrica	Forb			5.5
2000	3	328	6	Camb	Nenrich	4	3	M					6.3
2000	3	329	6	Camb	Namb	1	1	M	Asclepias tuberosa	Forb			5.5
2000	3	330	6	Camb	Namb	1	1	M	Amorpha canescens	Legume			4.9
2000	3	331	6	Camb	Namb	1	1	M	Sorghastrum nutans	C-4			5.9
2000	3	332	6	Camb	Namb	4	4	M					5.9
2000	3	333	6	Camb	Nenrich	1	1	M	Poa pratensis	C-3			5.4
2000	3	334	6	Camb	Namb	4	3	M					5.9
2000	3	335	6	Camb	Nenrich	9	4	M					6
2000	3	336	6	Camb	Namb	1	1	M	Koeleria cristata	C-3			6.3
2000	3	337	6	Camb	Namb	4	2	S					6.2
2000	3	338	6	Camb	Nenrich	1	1	M	Solidago rigida	Forb			6.6
2000	3	339	6	Camb	Namb	1	1	M	Achillea millefolium	Forb			6.1
2000	3	340	6	Camb	Nenrich	4	1	S		C-3			5.3
2000	3	341	6	Camb	Nenrich	9	4	M					5.3
2000	3	342	6	Camb	Nenrich	1	1	M	Asclepias tuberosa	Forb			5.4
2000	3	343	6	Camb	Namb	1	1	M	Andropogon gerardi	C-4			5.8
2000	3	344	6	Camb	Namb	16	4	M					5.9
2000	3	345	6	Camb	Namb	1	1	M	Schizachyrium scoparium	C-4			6
2000	3	346	6	Camb	Namb	4	4	M					6
2000	3	347	6	Camb	Namb	1	1	M	Petalostemum villosum	Legume			5.1
2000	3	348	6	Camb	Nenrich	4	1	S		C-4			5.8
2000	3	349	6	Camb	Nenrich	1	1	M	Schizachyrium scoparium	C-4			4.9
2000	3	350	6	Camb	Nenrich	4	1	S		Legume			5.1
2000	3	351	6	Camb	Nenrich	4	1	S		Forb			5.5
2000	3	352	6	Camb	Nenrich	1	1	M	Bromus inermis	C-3			6
2000	3	353	6	Camb	Nenrich	4	3	M					5.7
2000	3	354	6	Camb	Nenrich	16	4	M					6.5
2000	3	355	6	Camb	Namb	16	4	M					6.2
2000	3	356	6	Camb	Namb	9	4	M					6
2000	3	357	6	Camb	Nenrich	9	4	M					5.1
2000	3	358	6	Camb	Namb	16	4	M					5.6
2000	3	359	6	Camb	Namb	4	4	S					5.4
2000	3	360	6	Camb	Nenrich	9	4	M					5.2
2000	3	361	6	Camb	Namb	9	4	M					6.3
2000	3	362	6	Camb	Nenrich	1	1	M	Sorghastrum nutans	C-4			5.3
2000	3	363	6	Camb	Namb	4	1	S		Legume			5.1
2000	3	364	6	Camb	Namb	4	1	S		C-3			5.4
2000	3	365	6	Camb	Nenrich	4	2	M					5.4
2000	3	366	6	Camb	Nenrich	1	1	M	Achillea millefolium	Forb			5.4
2000	3	367	2	Camb	Namb	0	1	M					5.2
2000	3	368	3	Cenrich	Nenrich	0	1	M					4.9
2000	3	369	4	Camb	Nenrich	0	1	M					5.5
2000	3	370	6	Camb	Namb	0	1	M					4.8
2000	3	371	6	Camb	Nenrich	0	1	M					4.8
2001	4	1	1	Cenrich	Namb	4	2	M					6
2001	4	2	1	Cenrich	Namb	1	1	M	Bouteloua gracilis	C-4			5.7
2001	4	3	1	Cenrich	Nenrich	4	1	S		Legume			5.8
2001	4	4	1	Cenrich	Namb	4	3	M					6.3
2001	4	5	1	Cenrich	Namb	1	1	M	Asclepias tuberosa	Forb			5.6
2001	4	6	1	Cenrich	Namb	4	1	S		C-4			5.4
2001	4	7	1	Cenrich	Namb	9	4	M					6
2001	4	8	1	Cenrich	Nenrich	1	1	M	Schizachyrium scoparium	C-4			5.8
2001	4	9	1	Cenrich	Namb	4	1	S		C-3			5.5
2001	4	10	1	Cenrich	Nenrich	4	3	M					4.8
2001	4	11	1	Cenrich	Nenrich	9	4	M					5.5
2001	4	12	1	Cenrich	Nenrich	9	4	M					5.5
2001	4	13	1	Cenrich	Nenrich	16	4	M					5.1
2001	4	14	1	Cenrich	Namb	4	4	S					6.2
2001	4	15	1	Cenrich	Namb	4	3	M					5.2
2001	4	16	1	Cenrich	Namb	9	4	M					5.9
2001	4	17	1	Cenrich	Namb	9	4	M					5.3
2001	4	18	1	Cenrich	Nenrich	1	1	M	Amorpha canescens	Legume			5
2001	4	19	1	Cenrich	Namb	4	3	M					5.8
2001	4	20	1	Cenrich	Nenrich	4	1	S		Forb			5.7
2001	4	21	1	Cenrich	Nenrich	9	4	M					5.8
2001	4	22	1	Cenrich	Nenrich	1	1	M	Bromus inermis	C-3			6.2
2001	4	23	1	Cenrich	Namb	16	4	M					6.1
2001	4	24	1	Cenrich	Namb	1	1	M	Agropyron repens	C-3			5.9
2001	4	25	1	Cenrich	Nenrich	0	1	M					4.8
2001	4	26	1	Cenrich	Namb	9	4	M					4.7
2001	4	27	1	Cenrich	Namb	4	1	S		Forb			5.5
2001	4	28	1	Cenrich	Namb	4	2	M					6.1
2001	4	29	1	Cenrich	Nenrich	4	2	M					5.7
2001	4	30	1	Cenrich	Nenrich	16	4	M					6.1
2001	4	31	1	Cenrich	Nenrich	1	1	M	Asclepias tuberosa	Forb			4.5
2001	4	32	1	Cenrich	Nenrich	1	1	M	Bouteloua gracilis	C-4			6.2
2001	4	33	1	Cenrich	Namb	16	4	M					6.7
2001	4	34	1	Cenrich	Nenrich	9	4	M					6.1
2001	4	35	1	Cenrich	Namb	1	1	M	Lespedeza capitata	Legume			5.3
2001	4	36	1	Cenrich	Nenrich	1	1	M	Agropyron repens	C-3			4.9
2001	4	37	1	Cenrich	Nenrich	1	1	M	Petalostemum villosum	Legume			5.1
2001	4	38	1	Cenrich	Nenrich	4	2	M					6.7
2001	4	39	1	Cenrich	Namb	1	1	M	Bromus inermis	C-3			6.1
2001	4	40	1	Cenrich	Namb	1	1	M	Poa pratensis	C-3			5.3
2001	4	41	1	Cenrich	Nenrich	4	1	S		C-3			5.9
2001	4	42	1	Cenrich	Namb	1	1	M	Solidago rigida	Forb			6.1
2001	4	43	1	Cenrich	Nenrich	16	4	M					6
2001	4	44	1	Cenrich	Nenrich	4	3	M					6.3
2001	4	45	1	Cenrich	Namb	16	4	M					5.7
2001	4	46	1	Cenrich	Namb	1	1	M	Anemone cylindrica	Forb			4.9
2001	4	47	1	Cenrich	Nenrich	1	1	M	Koeleria cristata	C-3			5.7
2001	4	48	1	Cenrich	Namb	9	4	M					4.9
2001	4	49	1	Cenrich	Nenrich	1	1	M	Achillea millefolium	Forb			6.1
2001	4	50	1	Cenrich	Nenrich	9	4	M					6.6
2001	4	51	1	Cenrich	Namb	16	4	M					6.6
2001	4	52	1	Cenrich	Nenrich	16	4	M					4.8
2001	4	53	1	Cenrich	Nenrich	1	1	M	Solidago rigida	Forb			6.3
2001	4	54	1	Cenrich	Nenrich	4	1	S		C-4			6.2
2001	4	55	1	Cenrich	Namb	1	1	M	Lupinus perennis	Legume			5.4
2001	4	56	1	Cenrich	Namb	4	1	S		Legume			6.3
2001	4	57	1	Cenrich	Namb	1	1	M	Schizachyrium scoparium	C-4			5.8
2001	4	58	1	Cenrich	Nenrich	4	3	M					5.6
2001	4	59	1	Cenrich	Nenrich	4	4	S					5.9
2001	4	60	1	Cenrich	Nenrich	1	1	M	Andropogon gerardi	C-4			5.8
2001	4	61	1	Cenrich	Namb	0	1	M					6
2001	4	62	2	Camb	Namb	4	4	S					5
2001	4	63	2	Camb	Namb	4	3	M					5.2
2001	4	64	2	Camb	Nenrich	16	4	M					4.7
2001	4	65	2	Camb	Nenrich	9	4	M					4.6
2001	4	66	2	Camb	Nenrich	9	4	M					6
2001	4	67	2	Camb	Namb	16	4	M					5.5
2001	4	68	2	Camb	Nenrich	1	1	M	Schizachyrium scoparium	C-4			5.8
2001	4	69	2	Camb	Namb	16	4	M					5.2
2001	4	70	2	Camb	Namb	1	1	M	Andropogon gerardi	C-4			4.9
2001	4	71	2	Camb	Nenrich	1	1	M	Sorghastrum nutans	C-4			5
2001	4	72	2	Camb	Nenrich	1	1	M	Petalostemum villosum	Legume			5.6
2001	4	73	2	Camb	Nenrich	0	1	M					4.7
