"","bibkey","author","journal","year","vol","num","pages","title","doi"
"409","WOS409","Yang, Ruyi; Tang, Jianjun; Chen, Xin; Hu, Shuijin","Applied Soil Ecology",2007,"37","3","240--246","Effects of coexisting plant species on soil microbes and soil enzymes in metal lead contaminated soils","10.1016/j.apsoil.2007.07.004"
"410","WOS410","Råberg, Sonja; Kautsky, Lena","Ecology",2007,"88","10","2468--2473","Consumers Affect Prey Biomass and Diversity through Resource Partitioning","10.1890/07-0263.1"
"411","WOS411","Smith, Richard G.; Gross, Katherine L.","Journal of Applied Ecology",2007,"44","5","1046--1056","Assembly of weed communities along a crop diversity gradient","10.1111/j.1365-2664.2007.01335.x"
"412","WOS412","Kubartová, Ariana; Moukoumi, Judicaël; Béguiristain, Thierry; Ranger, Jacques; Berthelin, Jacques","Microbial Ecology",2007,"54","3","393--405","Microbial Diversity During Cellulose Decomposition in Different Forest Stands: I. Microbial Communities and Environmental Conditions","10.1007/s00248-007-9286-2"
"413","WOS413","Zhang, Quan-Guo; Zhang, Da-Yong","Oikos",2007,"116","10","1748--1758","Colonization sequence influences selection and complementarity effects on biomass production in experimental algal microcosms","10.1111/j.2007.0030-1299.15988.x"
"414","WOS414","Gielen, Birgit; Naudts, Kim; D'Haese, David; Lemmens, Catherine M.H.M.; De Boeck, Hans J.; Biebaut, Eddy; Serneels, Roger; Valcke, Roland; Nijs, Ivan; Ceulemans, Reinhart","Physiologia Plantarum",2007,"131","2","251--262","Effects of climate warming and species richness on photochemistry of grasslands","10.1111/j.1399-3054.2007.00951.x"
"415","WOS415","Zhang, Quan-Guo; Zhang, Da-Yong","Acta Oecologica",2007,"32","2","236--242","Consequences of individual species loss in biodiversity experiments: An essentiality index","10.1016/j.actao.2007.05.003"
"416","WOS416","Dampier, Jason E. E.; Luckai, Nancy; Bell, F. Wayne; Towill, William D.","Biodiversity and Conservation",2007,"16","10","2933--2948","Do tree-level monocultures develop following Canadian boreal silviculture? Tree-level diversity tested using a new method","10.1007/s10531-007-9151-0"
"417","WOS417","Wojdak, Jeremy M.; Mittelbach, Gary G.","Ecology",2007,"88","8","2072--2083","Consequences of Niche Overlap for Ecosystem Functioning: An Experimental Test with Pond Grazers","10.1890/06-0651.1"
"418","WOS418","Roscher, Christiane; Schumacher, Jens; Foitzik, Oliver; Schulze, Ernst-Detlef","Oecologia",2007,"153","1","173--183","Resistance to rust fungi in Lolium perenne depends on within-species variation and performance of the host species in grasslands of different plant diversity","10.1007/s00442-007-0713-3"
"419","WOS419","Karanika, Effrosyni D.; Alifragis, Demetrios A.; Mamolos, Andreas P.; Veresoglou, Demetrios S.","Plant and Soil",2007,"297","1-2","69--81","Differentiation between responses of primary productivity and phosphorus exploitation to species richness","10.1007/s11104-007-9320-7"
"420","WOS420","Heisse, Katrin; Roscher, Christiane; Schumacher, Jens; Schulze, Ernst-Detlef","Oecologia",2007,"152","3","435--447","Establishment of grassland species in monocultures: different strategies lead to success","10.1007/s00442-007-0666-6"
"421","WOS421","Kirwan, L.; Lüscher, A.; Sebastià, M. T.; Finn, J. A.; Collins, R. P.; Porqueddu, C.; Helgadottir, A.; Baadshaug, O. H.; Brophy, C.; Coran, C.; Dalmannsdóttir, S.; Delgado, I.; Elgersma, A.; Fothergill, M.; Frankow-lindberg, B. E.; Golinski, P.; Grieu, P.; Gustavsson, A. M.; Höglind, M.; Huguenin-Elie, O.; Iliadis, C.; Jørgensen, M.; Kadziuliene, Z.; Karyotis, T.; Lunnan, T.; Malengier, M.; Maltoni, S.; Meyer, V.; Nyfeler, D.; Nykanen-Kurki, P.; Parente, J.; Smit, H. J.; Thumm, U.; Connolly, J.","Journal of Ecology",2007,"95","3","530--539","Evenness drives consistent diversity effects in intensive grassland systems across 28 European sites","10.1111/j.1365-2745.2007.01225.x"
"422","WOS422","Weis, Jerome J.; Cardinale, Bradley J.; Forshay, Kenneth J.; Ives, Anthony R.","Ecology",2007,"88","4","929--939","Effects of Species Diversity on Community Biomass Production Change over the Course of Succession","10.1890/06-0943"
"423","WOS423","Maestre, Fernando T.; Reynolds, James F.","Oecologia",2007,"151","3","512--520","Biomass responses to elevated CO2, soil heterogeneity and diversity: an experimental assessment with grassland assemblages","10.1007/s00442-006-0577-y"
"424","WOS424","Bharadwaj, Dharam P.; Lundquist, Per-Olof; Alström, Sadhna","Applied Soil Ecology",2007,"35","1","213--225","Impact of plant species grown as monocultures on sporulation and root colonization by native arbuscular mycorrhizal fungi in potato","10.1016/j.apsoil.2006.04.003"
"425","WOS425","Mwangi, Peter N.; Schmitz, Martin; Scherber, Christoph; Roscher, Christiane; Schumacher, Jens; Scherer-Lorenzen, Michael; Weisser, Wolfgang W.; Schmid, Bernhard","Journal of Ecology",2007,"95","1","65--78","Niche pre-emption increases with species richness in experimental plant communities","10.1111/j.1365-2745.2006.01189.x"
"426","WOS426","De Boeck, Hans J.; Lemmens, Catherine M. H. M.; Vicca, Sarah; Van den Berge, Joke; Van Dongen, Stefan; Janssen, Colin R.; Ceulemans, Reinhart; Nijs, Ivan","New Phytologist",2006,"175",NA,"512--522","How do climate warming and species richness affect CO2 fluxes in experimental grasslands?","10.1111/j.1469-8137.2007.02122.x"
"427","WOS427","Losure, David A.; Wilsey, Brian J.; Moloney, Kirk A.","Oikos",2007,"116","1","87--98","Evenness-invasibility relationships differ between two extinction scenarios in tallgrass prairie","10.1111/j.2006.0030-1299.15341.x"
"428","WOS428","Fox, Jeremy W.","Ecology",2006,"87","11","2687--2696","Using the Price Equation to Partition the Effects of Biodiversity Loss on Ecosystem Function","10.1890/0012-9658(2006)87[2687:UTPETP]2.0.CO;2"
"429","WOS429","Armbrecht, Inge; Perfecto, Ivette; Silverman, Emily","Ecological Entomology",2006,"31","5","403--410","Limitation of nesting resources for ants in Colombian forests and coffee plantations","10.1111/j.1365-2311.2006.00802.x"
"430","WOS430","Min, B. R.; Pinchak, W. E.; Anderson, R. C.; Hume, M. E.","Journal of Animal Science",2006,"84","10","2873--2882","In vitro bacterial growth and in vivo ruminal microbiota populations associated with bloat in steers grazing wheat forage1","10.2527/jas.2005-399"
"431","WOS431","Bruno, John F.; Lee, Sarah C.; Kertesz, Johanna S.; Carpenter, Robert C.; Long, Zachary T.; Emmett Duffy, J.","Oikos",2006,"115","1","170--178","Partitioning the effects of algal species identity and richness on benthic marine primary production","10.1111/j.2006.0030-1299.14927.x"
"432","WOS432","De Boeck, Hans J.; Lemmens, Catherine M. H. M.; Bossuyt, H.; Malchair, S.; Carnol, M.; Merckx, R.; Nijs, Ivan; Ceulemans, Reinhart","Plant and Soil",2006,"288","1-2","249--261","How do climate warming and plant species richness affect water use in experimental grasslands?","10.1007/s11104-006-9112-5"
"433","WOS433","Bezemer, T. Martijn; Lawson, Clare S.; Hedlund, Katarina; Edwards, Andrew R.; Brook, Alex J.; Igual, José M.; Mortimer, Simon R.; Van Der Putten, Wim H.","Journal of Ecology",2006,"94","5","893--904","Plant species and functional group effects on abiotic and microbial soil properties and plant-soil feedback responses in two grasslands","10.1111/j.1365-2745.2006.01158.x"
"434","WOS434","Carney, Karen M.; Matson, Pamela A.","Microbial Ecology",2006,"52","2","226--238","The Influence of Tropical Plant Diversity and Composition on Soil Microbial Communities","10.1007/s00248-006-9115-z"
"435","WOS435","Loranger-Merciris, Gladys; Barthes, Laure; Gastine, Alexandra; Leadley, Paul","Soil Biology and Biochemistry",2006,"38","8","2336--2343","Rapid effects of plant species diversity and identity on soil microbial communities in experimental grassland ecosystems","10.1016/j.soilbio.2006.02.009"
"436","WOS436","Hijri, Isabelle; S<U+1EF3>korová, Zuzana; Oehl, Fritz; Ineichen, Kurt; Mäder, Paul; Wiemken, Andres; Redecker, Dirk","Molecular Ecology",2006,"15","8","2277--2289","Communities of arbuscular mycorrhizal fungi in arable soils are not necessarily low in diversity","10.1111/j.1365-294X.2006.02921.x"
"437","WOS437","De Boeck, Hans J.; Nijs, Ivan; Lemmens, Catherine M. H. M.; Ceulemans, Reinhart","Oikos",2006,"113","2","269--278","Underlying effects of spatial aggregation (clumping) in relationships between plant diversity and resource uptake","10.1111/j.2006.0030-1299.14257.x"
"438","WOS438","Wardle, David A.; Yeates, Gregor W.; Barker, Gary M.; Bonner, Karen I.","Soil Biology and Biochemistry",2006,"38","5","1052--1062","The influence of plant litter diversity on decomposer abundance and diversity","10.1016/j.soilbio.2005.09.003"
"439","WOS439","Duarte, Sofia; Pascoal, Cláudia; Cássio, Fernanda; Bärlocher, Felix","Oecologia",2006,"147","4","658--666","Aquatic hyphomycete diversity and identity affect leaf litter decomposition in microcosms","10.1007/s00442-005-0300-4"
"440","WOS440","Niklaus, Pascal A.; Wardle, David A.; Tate, Kevin R.","Plant and Soil",2006,"282","1-2","83--98","Effects of plant species diversity and composition on nitrogen cycling and the trace gas balance of soils","10.1007/s11104-005-5230-8"
"441","WOS441","Scherber, Christoph; Mwangi, Peter N.; Temperton, Vicky M.; Roscher, Christiane; Schumacher, Jens; Schmid, Bernhard; Weisser, Wolfgang W.","Oecologia",2006,"147","3","489--500","Effects of plant diversity on invertebrate herbivory in experimental grassland","10.1007/s00442-005-0281-3"
"442","WOS442","Passarge, Jutta; Hol, Suzanne; Escher, Marieke; Huisman, Jef","Ecological Monographs",2006,"76","1","57--72","Competition for Nutrients and Light: Stable Coexistence, Alternative Stable States, or Competitive Exclusion?","10.1890/04-1824"
"443","WOS443","Lanta, Vojtech; Lepš, Jan","Acta Oecologica",2006,"29","1","85--96","Effect of functional group richness and species richness in manipulated productivity-diversity studies: a glasshouse pot experiment","10.1016/j.actao.2005.08.003"
"444","WOS444","Stanley Harpole, W.; Tilman, David","Ecology Letters",2005,"9","1","15--23","Non-neutral patterns of species abundance in grassland communities","10.1111/j.1461-0248.2005.00836.x"
"445","WOS445","Johnson, Marc T. J.; Lajeunesse, Marc J.; Agrawal, Anurag A.","Ecology Letters",2005,"9","1","24--34","Additive and interactive effects of plant genotypic diversity on arthropod communities and plant fitness","10.1111/j.1461-0248.2005.00833.x"
"446","WOS446","O'Reilly, Ronan; Kennedy, Robert; Patterson, Adrian","Marine Ecology Progress Series",2006,"315","2003","99--111","Destruction of conspecific bioturbation structures by Amphiura filiformis (Ophiuroida): evidence from luminophore tracers and in situ time-lapse sediment-profile imagery","10.3354/meps315099"
"447","WOS447","Beckage, Brian; Gross, Louis J.","New Phytologist",2006,"172","1","140--148","Overyielding and species diversity: What should we expect?","10.1111/j.1469-8137.2006.01817.x"
"448","WOS448","Turnball, Lindsay A.; Rahn, Sabine; Baudois, Oksana; Eichenberger-Glinz, Susann; Wacker, Luca; Schmid, Bernhard","Journal of Ecology",2005,"93","6","1062--1070","Experimental invasion by legumes reveals non-random assembly rules in grassland communities","10.1111/j.1365-2745.2005.01051.x"
"449","WOS449","Rixen, Christian; Mulder, Christa P. H.","Oecologia",2005,"146","2","287--299","Improved water retention links high species richness with increased productivity in arctic tundra moss communities","10.1007/s00442-005-0196-z"
"450","WOS450","Orwin, K. H.; Wardle, D. A.","Plant and Soil",2005,"278","1-2","205--221","Plant Species Composition Effects on Belowground Properties and the Resistance and Resilience of the Soil Microflora to a Drying Disturbance","10.1007/s11104-005-8424-1"
"451","WOS451","Bruno, John F.; Boyer, Katharyn E.; Duffy, J. E.; Lee, Sarah C.; Kertesz, Johanna S.","Ecology Letters",2005,"8","11","1165--1174","Effects of macroalgal species identity and richness on primary production in benthic marine communities","10.1111/j.1461-0248.2005.00823.x"
"452","WOS452","Steiner, Christopher F.; Darcy-Hall, Tara L.; Dorn, Nathan J.; Garcia, Erica A.; Mittelbach, Gary G.; Wojdak, Jeremy M.","Oikos",2005,"110","3","556--566","The influence of consumer diversity and indirect facilitation on trophic level biomass and stability","10.1111/j.0030-1299.2005.13665.x"
"453","WOS453","Sheley, R. L.; Carpinelli, M. F.","Rangeland Ecology & Management",2005,"58","5","480--480","Creating Weed-Resistant Plant Communities Using Niche-Differentiated Nonnative Species","10.2111/03-142.1"
"454","WOS454","Palmborg, Cecilia; Scherer-Lorenzen, Michael; Jumpponen, Ari; Carlsson, Georg; Huss-Danell, Kerstin; Högberg, Peter","Oikos",2005,"110","2","271--282","Inorganic soil nitrogen under grassland plant communities of different species composition and diversity","10.1111/j.0030-1299.2005.13673.x"
"455","WOS455","Caldeira, M. C.; Hector, A.; Loreau, M.; Pereira, J. S.","Oikos",2005,"110","1","115--123","Species richness, temporal variability and resistance of biomass production in a Mediterranean grassland","10.1111/j.0030-1299.2005.13873.x"
"456","WOS456","Fargione, Joseph E.; Tilman, David","Ecology Letters",2005,"8","6","604--611","Diversity decreases invasion via both sampling and complementarity effects","10.1111/j.1461-0248.2005.00753.x"
"457","WOS457","Roscher, Christiane; Temperton, Vicky M.; Scherer-Lorenzen, Michael; Schmitz, Martin; Schumacher, Jens; Schmid, Bernhard; Buchmann, Nina; Weisser, Wolfgang W.; Schulze, Ernst-Detlef","Ecology Letters",2005,"8","4","419--429","Overyielding in experimental grassland communities - irrespective of species pool or spatial scale","10.1111/j.1461-0248.2005.00736.x"
"458","WOS458","Dimitrakopoulos, Panayiotis G.; Galanidis, Alexandros; Siamantziouras, Akis-Stavros D.; Troumbis, Andreas Y.","Oecologia",2005,"143","3","428--437","Short-term invasibility patterns in burnt and unburnt experimental Mediterranean grassland communities of varying diversities","10.1007/s00442-004-1808-8"
"459","WOS459","Chen, Xin; Tang, Jianjun; Zhi, Guiye; Hu, Shuijin","Applied Soil Ecology",2005,"28","3","259--269","Arbuscular mycorrhizal colonization and phosphorus acquisition of plants: effects of coexisting plant species","10.1016/j.apsoil.2004.07.009"
"460","WOS460","Bonkowski, Michael; Roy, Jacques","Oecologia",2005,"143","2","232--240","Soil microbial diversity and soil functioning affect competition among grasses in experimental microcosms","10.1007/s00442-004-1790-1"
"461","WOS461","Spehn, E. M.; Hector, A; Joshi, J; Scherer-Lorenzen, M.; Schmid, B; Bazeley-White, E.; Beierkuhnlein, C; Caldeira, M C; Diemer, M; Dimitrakopoulos, P G; Finn, J A; Freitas, H.; Giller, P S; Good, J; Harris, R; Högberg, P; Huss-Danell, K.; Jumpponen, A; Koricheva, J.; Leadley, P W; Loreau, M; Minns, A; Mulder, C P H; O'Donovan, G.; Otway, S J; Palmborg, C; Pereira, J S; Pfisterer, A B; Prinz, A; Read, D J; Schulze, E.-D.; Siamantziouras, A.-S. D.; Terry, A. C.; Troumbis, A. Y.; Woodward, F. I.; Yachi, S.; Lawton, J. H.","Ecological Monographs",2005,"75","1","37--63","Ecosystem Effects of Biodiversity Manipulations in European Grasslands","10.1890/03-4101"
"462","WOS462","Schläpfer, F; Pfisterer, A. B.; Schmid, B.","Journal of Applied Ecology",2005,"42","1","13--24","Non-random species extinction and plant production: implications for ecosystem functioning","10.1111/j.1365-2664.2004.00987.x"
"463","WOS463","He, Jin-Sheng; Wolfe-Bellin, Kelly S.; Schmid, Bernhard; Bazzaz, F.A.","Basic and Applied Ecology",2005,"6","6","505--517","Density may alter diversity-productivity relationships in experimental plant communities","10.1016/j.baae.2005.04.002"
"464","WOS464","Michiels, Iris C.; Traunspurger, Walter","Oecologia",2005,"142","1","98--103","Impact of resource availability on species composition and diversity in freshwater nematodes","10.1007/s00442-004-1700-6"
"465","WOS465","Bartelt-Ryser, Janine; Joshi, Jasmin; Schmid, Bernhard; Brandl, Helmut; Balser, Teri","Perspectives in Plant Ecology, Evolution and Systematics",2005,"7","1","27--49","Soil feedbacks of plant diversity on soil microbial communities and subsequent plant growth","10.1016/j.ppees.2004.11.002"
"466","WOS466","Mulder, C. P. H.; Bazeley-White, E.; Dimitrakopoulos, P. G.; Hector, A; Scherer-Lorenzen, M.; Schmid, B","Oikos",2004,"107","1","50--63","Species evenness and productivity in experimental plant communities","10.1111/j.0030-1299.2004.13110.x"
"467","WOS467","De Deyn, Gerlinde B.; Raaijmakers, Ciska E.; Van Ruijven, Jasper; Berendse, Frank; Van Der Putten, Wim H.","Oikos",2004,"106","3","576--586","Plant species identity and diversity effects on different trophic levels of nematodes in the soil food web","10.1111/j.0030-1299.2004.13265.x"
"468","WOS468","Lambers, Janneke Hille Ris; Harpole, W. Stanley; Tilman, David; Knops, Johannes; Reich, Peter B.","Ecology Letters",2004,"7","8","661--668","Mechanisms responsible for the positive diversity-productivity relationship in Minnesota grasslands","10.1111/j.1461-0248.2004.00623.x"
"469","WOS469","Sanderson, M. A.; Skinner, R. H.; Barker, D. J.; Edwards, G. R.; Tracy, B. F.; Wedin, D. A.","Crop Science",2004,"44","4","1132","Plant Species Diversity and Management of Temperate Forage and Grazing Land Ecosystems","10.2135/cropsci2004.1132"
"470","WOS470","Tracy, Benjamin F.; Sanderson, Matt A.","Agriculture, Ecosystems & Environment",2004,"102","2","175--183","Forage productivity, species evenness and weed invasion in pasture communities","10.1016/j.agee.2003.08.002"
"471","WOS471","Gollotte, Armelle; van Tuinen, Diederik; Atkinson, David","Mycorrhiza",2004,"14","2","111--117","Diversity of arbuscular mycorrhizal fungi colonising roots of the grass species Agrostis capillaris and Lolium perenne in a field experiment","10.1007/s00572-003-0244-7"
"472","WOS472","Loreau, Michel","Oikos",2004,"104","3","606--611","Does functional redundancy exist?","10.1111/j.0030-1299.2004.12685.x"
"473","WOS473","Fox, Jeremy W.","Ecology",2004,"85","2","549--559","Effects of Algal and Herbivore Diversity on the Partitioning of Biomass within and among Trophic Levels","10.1890/03-0095"
"474","WOS474","Roscher, Christiane; Schumacher, Jens; Baade, Jussi; Wilcke, Wolfgang; Gleixner, Gerd; Weisser, Wolfgang W.; Schmid, Bernhard; Schulze, Ernst-Detlef","Basic and Applied Ecology",2004,"5","2","107--121","The role of biodiversity for element cycling and trophic interactions: an experimental approach in a grassland community","10.1078/1439-1791-00216"
"475","WOS475","Homewood, Katherine M.","Environmental Science & Policy",2004,"7","3","125--143","Policy, environment and development in African rangelands","10.1016/j.envsci.2003.12.006"
"476","WOS476","Fox, Jeremy W.","Journal of Animal Ecology",2004,"73","1","88--96","Modelling the joint effects of predator and prey diversity on total prey biomass","10.1111/j.1365-2656.2004.00784.x"
"477","WOS477","Baumann, D. T.; Bastiaans, L.; Kropff, M. J.","Acta Horticulturae",2004,NA,"638","59--68","Analysis and design of a leek-celery intercropping system using mechanistic and descriptive models","10.17660/ActaHortic.2004.638.6"
"478","WOS478","Wardle, David A; Yeates, Gregor W; Williamson, Wendy; Bonner, Karen I","Oikos",2003,"102","1","45--56","The response of a three trophic level soil food web to the identity and diversity of plant species and functional groups","10.1034/j.1600-0706.2003.12481.x"
"479","WOS479","Scherer-Lorenzen, Michael; Palmborg, Cecilia; Prinz, Alexandra; Schulze, Ernst-Detlef","Ecology",2003,"84","6","1539--1552","The Role of Plant Diversity and Composition for Nitrate Leaching in Grasslands","10.1890/0012-9658(2003)084[1539:TROPDA]2.0.CO;2"
"480","WOS480","Fridley, Jason D.","Journal of Ecology",2003,"91","3","396--406","Diversity effects on production in different light and fertility environments: an experiment with communities of annual plants","10.1046/j.1365-2745.2003.00775.x"
"481","WOS481","Peeters, Liza Y.K.; Soto-Pinto, Lorena; Perales, Hugo; Montoya, Guillermo; Ishiki, Mario","Agriculture, Ecosystems & Environment",2003,"95","2-3","481--493","Coffee production, timber, and firewood in traditional and Inga-shaded plantations in Southern Mexico","10.1016/S0167-8809(02)00204-9"
"482","WOS482","Polley, H. Wayne; Wilsey, Brian J.; Derner, Justin D.","Ecology Letters",2003,"6","3","248--256","Do species evenness and plant density influence the magnitude of selection and complementarity effects in annual plant species mixtures?","10.1046/j.1461-0248.2003.00422.x"
"483","WOS483","Wolf, Julie; Johnson, Nancy C.; Rowland, Diane L.; Reich, Peter B.","New Phytologist",2003,"157","3","579--588","Elevated CO2 and plant species richness impact arbuscular mycorrhizal fungal spore communities","10.1046/j.1469-8137.2003.00696.x"
"484","WOS484","Di Giulio, Manuela; Edwards, Peter J.","Ecological Entomology",2003,"28","1","51--57","The influence of host plant diversity and food quality on larval survival of plant feeding heteropteran bugs","10.1046/j.1365-2311.2002.00488.x"
"485","WOS485","Jactel, H.; Goulard, M.; Menassieu, P.; Goujon, G.","Journal of Applied Ecology",2002,"39","4","618--628","Habitat diversity in forest plantations reduces infestations of the pine stem borer Dioryctria sylvestrella","10.1046/j.1365-2664.2002.00742.x"
"486","WOS486","Spehn, E. M.; Scherer-Lorenzen, M.; Schmid, B.; Hector, A.; Caldeira, M. C.; Dimitrakopoulos, P. G.; Finn, J. A.; Jumpponen, A.; O'Donnovan, G.; Pereira, J. S.; Schulze, E.-D.; Troumbis, Andreas Y.; Korner, C.","Oikos",2002,"98","2","205--218","The role of legumes as a component of biodiversity in a cross-European study of grassland biomass nitrogen","10.1034/j.1600-0706.2002.980203.x"
"487","WOS487","Troumbis, Andreas Y.; Galanidis, Alexis; Kokkoris, Giorgos D.","Oikos",2002,"98","2","239--250","Components of short-term invasibility in experimental Mediterranean grasslands","10.1034/j.1600-0706.2002.980206.x"
"488","WOS488","Hector, Andy; Bazeley-White, Ellen; Loreau, Michel; Otway, Stuart; Schmid, Bernhard","Ecology Letters",2002,"5","4","502--511","Overyielding in grassland communities: testing the sampling effect hypothesis with replicated biodiversity experiments","10.1046/j.1461-0248.2002.00337.x"
"489","WOS489","Fridley, Jason D.","Oecologia",2002,"132","2","271--277","Resource availability dominates and alters the relationship between species diversity and ecosystem productivity in experimental plant communities","10.1007/s00442-002-0965-x"
"490","WOS490","Mitchell, Charles E.; Tilman, David; Groth, James V.","Ecology",2002,"83","6","1713--1726","Effects of grassland plant species diversity, abundance, and composition on foliar fungal disease","10.1890/0012-9658(2002)083[1713:EOGPSD]2.0.CO;2"
"491","WOS491","Warren, John; Wilson, Fred; Diaz, Anita","Oecologia",2002,"132","1","125--130","Competitive relationships in a fertile grassland community - does size matter?","10.1007/s00442-002-0935-3"
"492","WOS492","Dukes, Jeffrey S","Ecological Applications",2002,"12","2","602--617","Species Composition and Diversity Affect Grassland Susceptibility and Response to Invasion","10.1890/1051-0761(2002)012[0602:SCADAG]2.0.CO;2"
"493","WOS493","Adler, Peter B.; Bradford, John B.","Oikos",2002,"96","3","411--420","Compensation: an alternative method for analyzing diversity-productivity experiments","10.1034/j.1600-0706.2002.960303.x"
"494","WOS494","Spaekova, Iva; Leps, Jan","Ecology Letters",2001,"4","6","585--594","Procedure for separating the selection effect from other effects in diversity-productivity relationship","10.1046/j.1461-0248.2001.00277.x"
"495","WOS495","Tilman, David","Science",2001,"294","5543","843--845","Diversity and Productivity in a Long-Term Grassland Experiment","10.1126/science.1060391"
"496","WOS496","Caldeira, Maria C.; Ryel, Ronald J.; Lawton, John H.; Pereira, Joao S.","Ecology Letters",2001,"4","5","439--443","Mechanisms of positive biodiversity-production relationships: insights provided by delta13C analysis in experimental Mediterranean grassland plots","10.1046/j.1461-0248.2001.00238.x"
"497","WOS497","Dukes, Jeffrey S","Oikos",2001,"94","3","468--480","Productivity and complementarity in grassland microcosms of varying diversity","10.1034/j.1600-0706.2001.940309.x"
"498","WOS498","Reich, Peter B.; Knops, Jean; Tilman, David; Craine, Joseph; Ellsworth, David; Tjoelker, Mark; Lee, Tali; Wedin, David; Naeem, Shahid; Bahauddin, Dan; Hendrey, George; Jose, Shibu; Wrage, Keith; Goth, Jenny; Bengston, Wendy","Nature",2001,"410","6830","809--810","(corrections) Plant diversity enhances ecosystem responses to elevated CO2 and nitrogen deposition","10.1038/35071062"
"499","WOS499","Mulder, C. P. H.; Uliassi, D. D.; Doak, D. F.","Proceedings of the National Academy of Sciences",2001,"98","12","6704--6708","Physical stress and diversity-productivity relationships: The role of positive interactions","10.1073/pnas.111055298"
"500","WOS500","Martin-Laurent, F.; Philippot, L.; Hallet, S.; Chaussod, R.; Soulas, G.; Catroux, G.","Applied and environmental microbiology",2001,"67","5","2354--2359","DNA Extraction from Soils : Old Bias for New Microbial Diversity Analysis Methods DNA Extraction from Soils : Old Bias for New Microbial Diversity Analysis Methods","10.1128/AEM.67.5.2354â€“2359.2001"
"501","WOS501","Reich, P B; Knops, J; Tilman, D; Craine, J; Ellsworth, D; Tjoelker, M; Lee, T; Wedin, D; Naeem, S; Bahauddin, D; Hendrey, G; Jose, S; Wrage, K; Goth, J; Bengston, W","Nature",2001,"410","6830","809--812","Plant diversity enhances ecosystem responses to elevated CO2 and nitrogen deposition.","10.1038/35071062"
"502","WOS502","Stoll, Peter; Prati, Daniel","Ecology",2001,"82","2","319--327","Intraspecific Aggregation Alters Competitive Interactions in Experimental Plant Communities","10.1890/0012-9658(2001)082[0319:IAACII]2.0.CO;2"
"503","WOS503","Williams, S. E.; van Noordwijk, M.; Penot, E.; Healey, J. R.; Sinclair, F. L.; Wibawa, G.","Agroforestry Systems",2001,"53","2","227--237","On-farm evaluation of the establishment of clonal rubber in multistrata agroforests in Jambi, Indonesia","10.1023/A:1013336822923"
"504","WOS504","Tickner, David P.; Angold, Penelope G.; Gurnell, Angela M.; Mountford, J. Owen; Sparks, Tim",NA,2001,NA,NA,"159--168","Hydrology as an influence on invasion: Experimental investigations into competition between the alien Impatiens glandulifera and the native Urtica dioica in the UK",NA
"505","WOS505","Spehn, E. M.; Joshi, J.; Schmid, B.; Diemer, M.; Körner, C.","Functional Ecology",2000,"14","3","326--337","Above-ground resource use increases with plant species richness in experimental grassland ecosystems","10.1046/j.1365-2435.2000.00437.x"
"506","WOS506","Wardle, David A.; Bonner, Karen I.; Barker, Gary M.","Oikos",2000,"89","1","11--23","Stability of ecosystem properties in response to above-ground functional group richness and composition","10.1034/j.1600-0706.2000.890102.x"
"507","WOS507","Spehn, Eva M.; Joshi, Jasmin; Schmid, Bernhard; Alphei, Jörn; Körner, Christian","Plant and Soil",2000,"224","2","217--230","Plant diversity effects on soil heterotrophic activity in experimental grassland ecosystems","10.1023/A:1004891807664"
"508","WOS508","Nilsson, Marie-charlotte; Wardle, David A.; Dahlberg, Anders","Oikos",1999,"86","1","16","Effects of Plant Litter Species Composition and Diversity on the Boreal Forest Plant-Soil System","10.2307/3546566"
"509","WOS509","Palmer, Michael W.; Maurer, Teresa A.","Journal of Vegetation Science",1997,"8","2","235--240","Does diversity beget diversity? A case study of crops and weeds","10.2307/3237352"
"510","WOS510","Garnier, Eric; Navas, Marie-Laure; Austin, Michael P.; Lilley, Julianne M.; Gifford, Roger M.","Acta Oecologica",1997,"18","6","657--670","A problem for biodiversity-productivity studies: how to compare the productivity of multispecific plant mixtures to that of monocultures?","10.1016/S1146-609X(97)80049-5"
"511","WOS511","Wardle, D. A.; Nicholson, K. S.","Functional Ecology",1996,"10","3","410","Synergistic Effects of Grassland Plant Spcies on Soil Microbial Biomass and Activity: Implications for Ecosystem-Level Effects of Enriched Plant Diversity","10.2307/2390291"
"512","WOS512","Del Amo, R. S.; Ramos, P. J.","Agroforestry Systems",1993,"21","1","27--42","Use and management of secondary vegetation in a humid-tropical area","10.1007/BF00704924"
